Customer_ID,Frequency,MonetaryValue,Recency
12502,5,1102.77,96
12504,3,321.0,30
12505,1,570.3000000000001,409
12506,1,45.7,233
12507,4,1408.46,134
12508,2,378.65,26
12509,1,75.0,284
12510,7,1961.83,143
12511,1,2320.31,429
12512,2,106.47,66
12513,1,509.54,113
12514,2,1001.0600000000001,267
12515,1,155.1,353
12516,4,1731.48,78
12517,4,2026.32,28
12518,5,1689.79,1
12519,2,519.14,64
12520,5,1825.8,79
12521,1,499.03,143
12522,2,156.72,39
12523,23,3003.65,19
12524,17,8976.94,9
12525,3,693.5500000000001,498
12526,3,1064.26,1
12527,4,376.79,82
12528,6,801.96,9
12529,1,280.68,528
12530,9,2514.52,60
12531,2,1503.06,15
12532,1,297.33000000000004,30
12533,2,835.89,628
12534,1,736.82,131
12535,2,533.85,92
12536,1,3493.84,59
12537,1,492.59000000000003,409
12538,2,413.7,29
12539,7,7284.6,22
12540,32,13514.77,20
12541,3,731.13,30
12542,2,315.52,484
12543,1,750.7,448
12544,1,254.9,36
12545,2,611.9399999999999,75
12546,2,981.1,47
12547,3,299.58,198
12548,1,67.19999999999999,166
12549,5,1144.3799999999999,576
12550,1,596.04,79
12551,1,129.0,358
12552,1,146.72,40
12553,11,3033.4300000000003,8
12554,1,288.4,449
12556,2,413.92,50
12557,4,3455.18,158
12558,1,228.76,8
12559,2,483.21000000000004,311
12560,2,1656.26,5
12561,1,178.7,303
12562,9,3576.77,8
12563,1,108.74000000000001,409
12564,1,300.6,261
12565,1,134.94,289
12566,1,219.85,86
12567,15,8807.18,23
12568,1,20.2,645
12569,28,2458.4900000000002,2
12571,2,511.81,40
12572,2,628.48,9
12573,5,413.79,227
12574,1,162.55,316
12575,2,479.09000000000003,457
12576,8,1857.41,36
12577,8,1437.1399999999999,35
12578,4,3255.4,21
12579,1,308.12,78
12580,2,833.9,247
12581,1,159.26,40
12582,4,1230.65,239
12583,27,11734.1,3
12584,8,867.5500000000001,4
12585,2,1246.51,234
12586,4,1037.57,17
12587,1,104.0,8
12588,3,411.15,39
12589,6,2291.31,29
12590,1,6557.2,211
12591,3,801.5,317
12592,4,1302.44,92
12593,3,342.6,109
12594,14,4383.17,38
12595,1,231.27,505
12596,2,351.37,51
12597,4,2475.11,19
12598,10,3414.89,10
12599,13,1943.32,29
12600,17,1009.92,29
12601,6,439.16,190
12602,1,129.22,59
12604,2,204.98,79
12605,3,1029.2,376
12607,1,1442.96,60
12608,1,350.89000000000004,405
12609,9,2236.36,78
12610,4,1370.69,23
12611,1,828.6,52
12612,1,68.03999999999999,74
12613,9,5213.41,57
12614,1,113.25,278
12615,8,4341.58,2
12616,3,712.9,95
12617,1,335.63,29
12618,1,103.56,22
12619,9,2591.77,16
12620,3,1111.9,15
12621,35,17684.2,2
12622,1,108.85,232
12623,7,2627.05,276
12624,2,428.83,106
12625,4,3935.38,212
12626,9,4980.91,23
12627,6,3593.07,11
12628,3,647.06,4
12629,2,665.72,386
12630,2,816.4300000000001,10
12631,6,2243.32,57
12632,2,714.88,521
12633,7,4115.83,59
12634,1,360.0,548
12635,4,2188.85,90
12637,12,6803.9400000000005,67
12638,2,549.65,33
12639,3,813.22,239
12640,3,578.1800000000001,24
12641,1,128.9,115
12642,3,808.71,25
12643,9,3238.8,128
12644,4,1363.34,130
12645,8,3152.96,34
12646,2,1136.12,5
12647,33,8770.66,22
12648,4,595.15,155
12649,8,1869.07,107
12650,1,242.44,3
12651,4,321.35,335
12652,2,782.5300000000001,331
12653,3,2353.93,149
12654,5,499.33000000000004,11
12655,1,163.85,424
12656,8,4629.96,17
12657,3,759.08,11
12658,1,347.1,19
12659,1,73.67999999999999,30
12660,1,176.10000000000002,11
12661,1,162.0,436
12662,20,5422.89,1
12663,2,119.99999999999999,625
12664,2,85.5,87
12665,3,232.6,325
12666,1,639.42,394
12667,1,382.33,58
12668,9,7630.53,12
12669,2,1266.28,151
12670,7,2671.9900000000002,10
12671,1,1902.28,606
12672,2,278.3,330
12673,3,909.52,5
12674,4,1428.52,39
12675,1,445.45,578
12676,10,1996.64,25
12677,2,200.6,555
12678,15,22960.68,42
12679,4,758.82,59
12680,4,751.01,1
12681,44,23322.48,15
12682,51,15177.01,4
12683,19,8957.8,4
12684,6,2056.63,8
12685,6,2283.62,28
12686,1,142.28,372
12687,1,1545.22,481
12688,1,3501.04,114
12689,2,954.01,26
12690,1,186.11,206
12691,6,919.4,28
12692,1,61.650000000000006,637
12693,6,800.5500000000001,127
12694,3,1297.55,70
12695,7,670.15,7
12696,2,615.96,435
12697,3,757.59,29
12698,1,218.45,590
12699,1,446.88,418
12700,4,3904.58,8
12701,6,1983.3100000000002,80
12702,1,165.45000000000002,20
12703,4,807.6800000000001,71
12704,8,1223.04,7
12705,13,8650.01,15
12707,1,375.82,292
12708,17,4004.7000000000003,33
12709,30,15657.03,15
12710,3,883.92,97
12711,2,1090.8,612
12712,21,3161.51,29
12713,1,623.25,1
12714,12,9891.76,9
12715,1,253.06,106
12716,2,896.29,4
12717,3,883.3100000000001,151
12718,1,149.5,71
12719,2,419.1,5
12720,29,6174.75,3
12721,8,2689.69,32
12722,2,678.4,115
12723,4,567.04,4
12724,7,1809.22,5
12725,3,1483.04,371
12726,11,3638.22,28
12727,10,2892.5,11
12728,5,677.13,71
12729,1,346.81,114
12730,1,293.15,522
12731,17,13726.11,24
12732,1,218.26000000000002,180
12733,4,1290.42,234
12734,3,337.35,353
12735,2,326.77,315
12736,1,144.0,333
12738,1,220.79999999999998,372
12739,2,1091.58,99
12740,1,378.8,64
12741,1,221.07,533
12742,1,793.22,626
12744,8,7855.06,56
12745,2,556.92,487
12746,1,224.75,541
12747,25,2725.32,2
12748,293,35801.17,1
12749,9,3800.01,4
12750,1,133.79999999999998,129
12751,1,187.73,445
12752,1,2306.48,81
12753,6,17407.44,23
12754,3,427.38,236
12755,10,1422.21,281
12756,1,112.08,87
12757,8,3702.8,16
12758,7,8243.01,117
12759,8,3614.72,52
12760,1,290.26,456
12761,1,559.95,465
12762,2,1598.34,8
12763,2,793.76,138
12764,1,666.73,317
12765,6,1087.62,472
12766,9,7713.400000000001,4
12767,1,793.82,376
12768,1,97.74000000000001,451
12769,1,669.6,239
12770,2,2275.4,211
12771,1,169.5,486
12772,1,523.3199999999999,60
12773,1,115.46000000000001,564
12774,1,66.0,536
12775,7,1100.6200000000001,17
12776,1,17.0,668
12777,1,418.2,458
12778,9,1326.81,20
12779,13,4599.57,38
12780,1,269.1,599
12781,2,664.58,64
12782,11,3134.4900000000002,5
12783,4,843.59,2
12784,2,1182.82,15
12785,3,688.95,364
12786,1,622.0000000000001,610
12787,4,769.58,10
12788,4,384.90000000000003,463
12789,2,148.5,513
12790,2,304.2,192
12791,5,710.4200000000001,374
12792,2,651.51,257
12793,3,778.53,335
12794,2,686.3,53
12795,1,129.63,19
12796,1,234.0,628
12797,2,409.51,366
12798,2,112.61000000000001,171
12799,1,102.3,529
12800,2,455.65000000000003,470
12801,1,624.02,501
12802,5,1659.46,187
12803,1,913.74,393
12804,2,240.57,466
12805,4,742.7,382
12806,2,1815.64,572
12807,1,176.6,383
12808,5,790.15,37
12809,3,897.6600000000001,178
12810,2,352.35,535
12811,4,806.65,262
12812,1,229.64000000000001,45
12813,3,1280.6,502
12814,1,85.92,102
12815,2,591.06,148
12816,2,235.35000000000002,96
12817,3,446.03000000000003,281
12818,1,872.4000000000001,262
12819,1,384.42,458
12820,11,2135.36,3
12821,2,150.72,214
12822,2,859.08,71
12824,1,306.22,60
12825,2,164.0,521
12826,12,2363.9,3
12827,3,375.05,6
12828,6,818.61,3
12829,3,142.5,337
12830,4,2583.2,91
12831,3,313.71000000000004,262
12832,2,236.73,32
12833,1,225.3,145
12834,1,177.28,283
12835,39,2664.59,428
12836,15,2297.3,59
12837,2,269.38,173
12838,10,2592.39,34
12839,25,8630.07,3
12840,7,3695.82,144
12841,40,6291.7,5
12842,4,1613.44,70
12843,23,3174.51,160
12844,4,351.22,29
12845,3,110.44,267
12847,2,1500.75,22
12848,1,37.7,676
12849,6,2140.4700000000003,31
12850,1,330.0,446
12851,2,192.96,97
12852,1,264.15,295
12853,10,2318.3,135
12854,7,2034.17,79
12855,3,343.64,373
12856,6,1903.58,8
12857,6,2037.65,211
12858,1,102.07,383
12859,1,297.9,459
12860,1,26.75,693
12861,1,39.6,620
12862,2,741.38,426
12863,6,804.35,52
12864,2,289.07,138
12865,4,2589.77,26
12866,3,842.0500000000001,283
12867,13,7286.99,26
12868,8,1929.47,186
12869,1,205.52,682
12870,3,1220.06,375
12871,3,278.22,84
12872,12,2320.22,327
12873,3,1039.4,282
12874,2,770.02,385
12876,4,2958.1,58
12877,20,1924.8,4
12878,2,753.04,236
12879,3,573.22,45
12880,2,357.32,382
12881,1,56.3,276
12882,1,184.44,34
12883,4,361.67,25
12884,1,41.6,88
12885,3,977.22,63
12886,2,1017.95,68
12887,1,145.5,384
12888,2,187.92000000000002,214
12889,4,176.16,381
12890,2,626.17,24
12891,6,206.0,293
12892,1,186.98000000000002,397
12893,1,179.85,31
12894,1,69.85000000000001,575
12895,2,301.05,42
12897,4,447.6,205
12898,2,239.51,464
12899,1,209.85,414
12900,1,268.08000000000004,422
12901,16,3249.18,10
12902,1,87.78,265
12903,1,731.13,429
12904,2,339.4,18
12905,2,619.47,577
12906,5,2717.26,12
12907,2,368.16,396
12909,8,1867.1200000000001,40
12910,13,5566.26,23
12911,1,974.04,552
12912,5,1563.3,3
12913,13,4865.28,5
12914,1,202.98,401
12915,4,545.75,149
12916,7,2145.28,139
12917,5,1126.9,400
12919,6,1072.99,8
12920,4,378.46,17
12921,73,28244.99,9
12922,1,352.88,161
12923,3,376.52,64
12924,12,1773.05,88
12925,3,664.53,5
12926,4,1181.99,411
12927,1,180.36,395
12928,12,3545.13,35
12929,1,35.25,312
12930,2,306.72,78
12931,34,12130.39,23
12932,8,1260.73,539
12933,8,1254.0,24
12935,15,3515.06,2
12936,4,1011.8000000000001,17
12937,9,2086.13,15
12938,1,96.44,26
12939,19,9689.98,64
12940,2,471.29,55
12941,1,328.44,724
12942,3,507.68,131
12943,2,303.7,558
12944,2,519.81,36
12945,2,532.13,288
12946,1,281.9,437
12947,6,1466.83,144
12948,9,1998.48,16
12949,22,10871.99,31
12950,3,1416.8,2
12951,15,2537.82,9
12952,4,1003.34,6
12953,2,383.54,10
12954,1,136.95,639
12955,11,4577.76,1
12956,4,433.74,306
12957,13,6484.55,10
12958,2,193.89000000000001,400
12959,1,135.0,484
12960,4,1092.05,414
12961,1,202.24,379
12962,2,208.04,7
12963,12,2825.78,8
12964,1,54.44,437
12965,1,437.88,89
12966,1,129.08,10
12967,2,2249.92,372
12968,1,91.2,112
12969,1,46.2,603
12970,10,1186.2,7
12971,111,11370.18,4
12972,4,770.5600000000001,414
12973,1,70.05000000000001,414
12974,2,87.6,198
12975,6,970.0,437
12976,8,2738.24,212
12977,4,149.24,156
12978,5,1497.71,385
12979,1,411.95,729
12980,11,2114.64,177
12981,2,372.21999999999997,30
12982,8,2130.34,243
12983,1,490.08,598
12984,1,97.5,19
12985,2,1070.3,1
12986,9,1489.8400000000001,429
12987,5,727.71,74
12988,1,164.92000000000002,292
12989,20,3659.35,3
12990,7,299.0,31
12991,3,537.96,23
12992,1,60.5,725
12993,8,1080.13,23
12994,3,651.14,4
12995,1,211.32,85
12996,1,147.45000000000002,376
12997,7,1431.73,22
12998,3,753.05,493
12999,2,328.38,205
13000,4,733.45,107
13001,33,17927.68,4
13002,3,372.18,318
13003,3,131.2,106
13004,35,8479.04,12
13005,4,627.48,174
13006,1,11.52,56
13007,1,76.3,580
13008,3,561.43,323
13009,1,117.0,673
13010,2,285.18,374
13011,1,30.0,372
13012,10,2492.98,9
13013,28,9614.43,1
13014,11,2735.73,11
13015,11,4558.64,53
13016,3,638.84,73
13017,1,204.0,7
13018,35,8077.61,16
13019,6,769.4000000000001,379
13020,2,482.58,563
13021,17,3396.6600000000003,4
13022,1,36.8,430
13023,3,720.05,64
13024,2,344.75,471
13025,1,308.39,732
13026,8,1233.88,1
13028,2,439.42,23
13029,4,181.0,31
13030,2,752.77,11
13031,5,2546.07,407
13032,9,1928.6,52
13033,2,163.7,357
13034,3,853.98,55
13035,3,1364.2,74
13037,12,2539.01,138
13038,3,811.66,80
13039,4,530.1,584
13040,2,613.79,9
13041,4,264.6,451
13042,3,993.0,598
13043,1,328.82,273
13044,11,2302.45,291
13045,3,560.13,99
13046,3,520.1,31
13047,21,4814.1,57
13048,9,3530.53,14
13049,4,1266.54,64
13050,34,8235.1,15
13051,2,94.8,579
13052,7,1984.65,212
13053,1,75.15,622
13055,4,1888.4,78
13056,1,77.68,551
13057,3,533.85,530
13058,3,163.35,25
13059,10,1054.78,250
13060,1,170.4,254
13061,1,148.56,72
13062,1,52.2,191
13063,1,176.5,481
13064,6,640.98,13
13065,5,793.5300000000001,373
13066,2,307.36,24
13067,3,315.52,82
13069,36,6014.86,1
13070,4,438.1,192
13071,1,51.57,612
13072,1,177.15,267
13073,2,331.43,411
13074,3,337.6,511
13075,1,919.61,130
13076,1,87.8,458
13077,11,1866.3,1
13078,57,15911.25,3
13079,4,207.98000000000002,4
13080,4,182.22,179
13081,26,45976.57,12
13082,17,3397.08,126
13083,3,327.48,4
13085,8,1470.28,158
13086,1,254.03000000000003,383
13087,1,53.040000000000006,726
13088,1,132.31,417
13089,186,76881.12,3
13090,20,5808.87,9
13091,2,833.5,28
13092,12,1071.97,71
13093,50,33353.37,276
13094,13,2256.12,21
13095,1,74.39999999999999,71
13097,24,6605.4400000000005,33
13098,27,19877.64,1
13101,4,543.6,234
13102,37,9061.76,1
13103,3,519.14,40
13104,9,1709.1,3
13105,1,72.0,436
13106,2,350.66,133
13107,9,4198.29,44
13108,2,843.52,373
13109,3,915.77,60
13110,12,1233.3,31
13111,1,191.07999999999998,719
13112,1,20.599999999999998,541
13113,37,7377.71,1
13114,1,83.80000000000001,731
13115,10,4761.05,12
13116,1,220.04000000000002,138
13117,18,1887.23,22
13118,9,1407.82,20
13119,1,94.9,669
13120,1,30.6,239
13121,1,262.13,269
13122,2,669.26,94
13123,2,288.44,473
13124,4,3560.0299999999997,90
13125,1,77.3,524
13126,13,2663.83,5
13127,1,226.47,78
13129,2,151.05,452
13130,1,64.0,94
13131,7,1886.0700000000002,23
13132,1,60.3,262
13133,3,125.30000000000001,274
13134,6,1591.73,86
13135,1,156.20000000000002,491
13136,13,4541.86,56
13137,16,6024.58,11
13138,7,1281.04,22
13139,8,6023.5,16
13140,5,845.93,108
13141,17,5918.92,85
13142,1,220.54000000000002,19
13143,1,320.55,585
13144,2,52.300000000000004,333
13145,6,833.52,40
13146,1,154.31,26
13147,4,712.8,10
13148,25,5132.74,29
13149,4,1237.3,14
13150,3,250.67000000000002,484
13151,3,1232.71,296
13152,7,1410.16,417
13153,1,196.62,6
13154,3,1041.1,399
13155,6,1356.38,33
13156,3,1199.45,385
13157,9,5436.76,49
13158,5,1417.82,95
13159,4,1058.21,9
13160,1,75.9,22
13161,2,96.30000000000001,313
13162,15,4803.59,122
13163,1,3.75,610
13164,2,129.5,569
13165,3,792.88,46
13166,2,655.38,283
13167,5,771.6,19
13168,5,954.23,36
13169,3,335.68,64
13170,1,88.17,27
13171,3,243.81,22
13172,1,69.6,400
13173,11,1702.46,4
13174,11,5788.38,16
13175,2,571.95,582
13176,1,319.29,46
13177,2,476.5,65
13178,21,12572.42,26
13179,1,557.46,619
13180,1,45.0,607
13181,1,299.84000000000003,381
13182,1,110.68,45
13183,15,6652.13,8
13184,10,1301.45,15
13186,3,1298.44,40
13187,3,182.54,337
13188,1,99.6,11
13189,2,210.16,19
13190,3,355.40999999999997,544
13191,1,122.78,658
13192,6,1990.63,95
13193,1,76.78,61
13194,2,370.78,136
13195,1,139.68,414
13196,7,2614.89,11
13197,1,229.70000000000002,610
13198,8,3929.9900000000002,10
13199,58,8277.02,4
13200,4,686.74,19
13201,4,811.72,502
13202,7,595.19,394
13203,10,2126.27,10
13204,1,634.88,731
13206,13,5828.68,400
13207,2,72.66,15
13208,8,1344.67,59
13209,13,6739.09,30
13210,1,338.48,94
13211,10,2546.41,10
13212,3,373.48,20
13213,11,3168.77,57
13214,7,2578.2400000000002,418
13216,1,333.74,268
13217,3,533.98,122
13218,1,27.84,127
13220,3,546.74,78
13221,2,416.3,240
13222,1,88.5,577
13223,3,162.72,200
13224,2,1271.6,60
13225,15,7828.570000000001,3
13226,2,194.51,273
13227,1,170.7,202
13229,1,123.15,226
13230,30,3941.16,4
13232,7,857.25,13
13233,4,813.02,74
13234,2,203.2,673
13235,1,887.77,212
13236,2,589.84,25
13237,1,104.9,388
13238,6,616.38,17
13239,5,990.52,262
13240,8,1308.24,96
13241,1,67.29,412
13242,7,520.0,112
13243,5,848.75,203
13244,1,81.89,93
13245,2,683.42,51
13246,11,2865.82,18
13247,4,464.82,18
13248,2,376.91,125
13249,9,1557.1799999999998,92
13250,2,242.15,461
13251,1,217.48,402
13252,2,220.75,394
13253,4,2014.88,157
13254,1,25.1,376
13255,3,631.66,9
13257,1,81.95,436
13258,5,598.48,12
13259,9,814.84,62
13260,1,259.02,61
13261,2,369.6,269
13262,3,278.9,263
13263,38,6557.41,1
13264,1,404.36,443
13265,5,1516.46,53
13266,18,4622.13,11
13267,33,6866.21,3
13268,10,2818.03,18
13269,28,7226.72,1
13271,1,202.55,37
13272,2,159.46,31
13273,1,117.61,113
13274,1,222.55,409
13275,2,202.21,384
13276,5,1235.26,64
13277,7,523.3,16
13278,4,1248.23,41
13279,1,135.41,78
13280,7,1688.89,122
13281,1,281.7,439
13282,4,796.54,18
13283,4,243.46,60
13284,1,119.19,331
13285,6,2943.19,23
13286,1,288.3,600
13287,3,591.29,603
13288,1,122.72,520
13289,1,126.3,724
13291,11,2083.0,156
13292,5,672.81,39
13293,6,745.89,392
13294,3,1241.38,190
13295,4,887.77,360
13296,6,542.91,137
13297,7,3433.75,8
13298,1,270.0,1
13299,3,712.71,268
13300,3,735.53,169
13301,4,447.42,104
13303,1,51.769999999999996,400
13304,4,675.78,351
13305,16,2120.85,4
13306,1,53.65,430
13307,3,171.34,120
13308,4,1323.5,23
13309,6,1428.64,7
13310,5,1205.3,28
13311,2,415.52000000000004,4
13312,1,31.95,451
13313,11,2456.09,22
13314,3,540.77,2
13315,1,277.56,689
13316,10,8989.07,37
13317,19,4619.91,66
13318,3,488.86,1
13319,56,17332.04,5
13320,6,2179.3,78
13321,2,234.26,72
13322,1,112.41000000000001,17
13323,5,736.85,3
13324,18,5818.08,36
13325,1,542.3,82
13326,1,256.26,432
13327,19,7572.89,39
13328,1,1308.48,316
13329,8,3959.72,32
13330,6,2483.08,93
13331,1,116.7,402
13332,1,302.7,14
13333,3,852.69,411
13334,5,4337.1,82
13336,1,742.32,77
13337,1,1051.46,546
13338,4,1299.57,158
13339,1,487.32,201
13340,11,13170.74,45
13341,1,585.7,261
13343,1,246.58,178
13344,3,1548.47,68
13345,1,299.7,288
13346,3,150.0,498
13347,1,291.36,70
13348,1,223.56,64
13349,1,197.32,11
13350,2,565.87,16
13351,1,258.49,66
13352,1,296.38,60
13354,1,713.59,71
13355,1,506.4,122
13356,1,524.94,80
13357,5,2433.74,257
13358,1,267.45,269
13359,2,735.1600000000001,64
13360,4,1097.95,432
13361,2,432.2,472
13362,7,3826.69,9
13363,3,1521.51,18
13364,1,115.86,71
13365,2,1609.72,34
13366,1,56.16,50
13367,1,396.7,432
13368,4,796.7900000000001,257
13369,1,292.16,366
13370,1,1122.24,372
13371,2,1364.75,505
13372,1,176.09,90
13373,6,5700.78,61
13374,2,240.9,415
13375,2,1484.88,89
13376,3,701.71,99
13377,2,913.07,397
13379,3,452.90999999999997,26
13380,1,62.4,433
13381,12,6395.71,32
13382,5,1076.08,281
13384,11,5288.4400000000005,31
13385,1,296.02,330
13386,2,771.86,414
13387,1,142.69,417
13388,3,787.27,131
13389,3,576.2,11
13390,1,424.68,75
13392,1,91.14,677
13393,4,395.84,584
13394,19,5398.41,2
13395,3,916.6800000000001,185
13396,2,1103.24,29
13397,9,1687.57,73
13398,2,416.69,192
13399,3,210.9,464
13400,1,245.57999999999998,583
13402,4,1303.41,127
13403,3,204.0,18
13404,2,199.29,1
13405,5,496.25,204
13406,2,568.92,427
13407,2,1841.64,599
13408,101,41025.700000000004,2
13410,9,1828.56,24
13411,1,117.05000000000001,107
13412,1,250.3,620
13413,6,387.76,640
13414,4,1130.04,134
13415,4,411.03999999999996,473
13416,3,397.6,44
13417,6,875.1800000000001,5
13418,31,9122.59,12
13419,1,168.96,64
13420,2,77.1,150
13421,8,3039.43,40
13422,1,2260.9,64
13423,1,207.07999999999998,429
13424,1,520.37,450
13425,5,2759.03,108
13426,21,6162.14,1
13427,6,917.88,19
13428,3,381.73,10
13429,4,949.49,11
13430,2,568.21,19
13431,8,2424.15,67
13432,2,297.94,571
13433,4,265.95,501
13434,5,1666.8600000000001,74
13435,9,3911.96,5
13436,1,113.53999999999999,2
13437,7,2287.94,14
13438,1,46.5,547
13439,3,829.46,255
13440,7,996.85,423
13441,2,649.7,92
13442,3,147.8,667
13443,6,788.46,449
13444,2,514.34,374
13445,1,113.8,626
13446,11,3125.08,430
13447,3,850.83,23
13448,12,6822.62,17
13449,1,235.48,24
13450,13,4109.54,27
13451,11,5782.23,26
13453,3,435.09000000000003,166
13454,1,155.13,641
13455,6,1540.33,25
13456,6,1490.52,18
13457,2,91.22,689
13458,16,9137.56,7
13459,2,808.33,625
13460,2,157.34,29
13461,6,3024.4,39
13462,5,867.4100000000001,253
13464,6,2148.39,58
13465,2,488.49,446
13466,5,709.0,184
13467,2,747.51,11
13468,69,7593.08,2
13469,1,62.5,653
13470,2,165.0,99
13471,4,2094.46,1
13472,2,330.94,464
13473,7,980.21,61
13474,3,429.58,236
13475,4,1010.12,191
13476,5,1056.47,179
13477,11,2204.52,38
13478,5,1532.27,469
13479,4,691.92,201
13480,2,371.07,417
13481,11,3099.16,46
13482,2,287.69,232
13483,1,140.34,66
13484,2,286.27,383
13485,11,2159.9500000000003,233
13486,3,905.46,78
13487,5,327.8,58
13488,23,10173.02,17
13489,3,269.52,105
13490,1,19.8,654
13491,27,2684.28,52
13492,3,594.24,136
13493,2,473.13,275
13494,1,108.76,312
13495,10,4629.02,8
13496,2,489.83000000000004,11
13497,6,931.08,283
13498,1,303.13,730
13499,5,825.7,18
13500,4,1142.65,23
13501,3,1894.3700000000001,288
13502,5,529.4,17
13503,5,1078.15,71
13504,1,245.48000000000002,64
13505,4,2812.9,73
13506,5,1362.18,316
13507,4,1766.9,3
13508,2,83.55,244
13509,7,1099.72,9
13510,11,3152.63,1
13511,1,40.56,677
13512,4,538.19,261
13513,3,602.75,127
13514,4,390.3,74
13515,6,886.72,73
13516,4,1545.8600000000001,21
13517,3,1592.54,60
13518,1,581.64,86
13519,2,209.95,78
13520,11,4756.91,59
13521,3,868.47,1
13522,1,90.1,30
13523,6,3065.17,33
13524,5,513.48,41
13525,1,90.0,15
13526,2,614.1999999999999,738
13527,12,3188.61,34
13529,2,167.36,79
13530,1,331.88,634
13531,5,615.4,205
13532,1,176.01,34
13533,3,223.42,183
13534,33,5645.18,2
13536,7,2727.64,1
13537,2,460.85,426
13538,3,902.04,396
13539,7,699.59,86
13540,2,199.5,467
13541,1,284.4,427
13542,15,402.15,377
13543,2,276.36,634
13544,6,508.17,40
13545,2,295.49,391
13546,5,822.2,12
13547,1,93.03,408
13548,3,663.76,96
13549,8,727.5,26
13550,1,297.31,383
13552,21,4663.57,66
13553,1,148.57,675
13554,7,1058.93,380
13555,12,6703.26,74
13556,2,200.82,429
13557,12,2035.98,28
13558,4,468.79,6
13559,1,330.0,544
13560,1,150.69,7
13561,10,1318.41,216
13562,8,1910.31,82
13563,2,267.83,84
13564,33,10470.01,354
13565,3,385.65,19
13566,5,1443.47,41
13567,4,799.8100000000001,428
13568,1,144.25,173
13569,4,606.14,17
13570,1,200.11,243
13571,26,3732.02,13
13572,1,1068.45,206
13573,6,643.11,50
13574,1,275.75,411
